referenznummer,titel,hauptberuf,firma,vollzeit,verguetungsangabe,festgehalt,gehaltsspanne_von,gehaltsspanne_bis,plz,ort,strasse,veroeffentlicht_am,eintritt_von,entfernung_km,quereinstieg_geeignet
12016-10004883211-S,"Auslieferungsfahrer  - 23,57 Euro (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,23.57,,,10435,Berlin,,2026-07-16,2026-07-16,3,False
12016-10004834221-S,Elektrogeräte - mit Schicht (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10245,Berlin,,2026-07-10,2026-07-10,3,False
10001-1003061547-S,🚛 Kraftfahrer CE (m/w/d) gesucht – steig jetzt bei uns ein!,Berufskraftfahrer/in,Paul Kolberg GmbH,True,KEINE_ANGABEN,,,,15366,Hoppegarten (Mark),Neuer Hönower Weg,2026-05-12,2026-07-16,15,True
10000-1203369745-S,Kraftfahrer (m/w/d) für GaLa-Bau Unternehmen mit FS Kl. C und Anpackmentalität gesucht!,Berufskraftfahrer/in,Kittel und Kruska GmbH & Co. Garten- Landschafts- und Sportplatzpflege KG,True,KEINE_ANGABEN,,,,,Berlin,,2025-08-07,2026-06-08,3,False
10000-1206257567-S,"Kraftfahrer mit FS Kl. B (mwd) in Teilzeit  - MO-FR 14,00 €/h",Berufskraftfahrer/in,Fahrdienst Christoph Reincke,False,KEINE_ANGABEN,,,,12621,Berlin,Heinrich Grüber Straße,2026-04-22,2026-08-03,12,True
10001-1003334971-S,"Kraftfahrer (m/w/d) für Absetzer, Abroller & Selbstlader am Standort Pankow gesucht",Berufskraftfahrer/in,Dare GmbH,True,KEINE_ANGABEN,,,,13127,Berlin,,2026-07-06,2026-08-03,12,
12811-2280963-S,"Kraftfahrer (m/w/d) Nahverkehr - Berlin-Vollzeit (nachts), Denns Biomarkt Berlin GmbH",Berufskraftfahrer/in,Denns Biomarkt Berlin GmbH,True,KEINE_ANGABEN,,,,13407,Berlin,Montanstr. 18-26,2026-06-18,2026-07-16,9,False
12016-10004825003-S,"Bestattungsfuhrwesen / Leichentransport - 15,29 € m/w/d",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.29,,,10967,Berlin,,2026-07-09,2026-07-11,2,False
12016-10004757080-S,Bestattungsfahrer / Leichenhäuser - mit Fahrzeug (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10969,Berlin,,2026-06-30,2026-07-01,2,False
10001-1003260258-S,Lkwfahrer (m/w/d),Berufskraftfahrer/in,Dipl.-Ing. Gennadi Rouditser D.I.R.A. Arbeitsvermittlung & Unternehmensberatung,True,KEINE_ANGABEN,,,,12685,Berlin,,2026-06-20,2026-06-20,10,True
11852-952456692-S,Personenfahrer (m/w/d) Berlin,Fahrer/in - Personenbeförderung,TimePartner Personalmanagement GmbH,,STUNDENLOHN,,15.69,15.69,13581,Berlin,,2026-06-18,2026-06-30,17,False
12016-10004806279-S,Dienstwagenfahrer - Shuttle-Service (m/w/d) bundesweit,Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10999,Berlin,,2026-07-07,2026-07-07,1,False
10000-1206804958-S,Blumiger LKW-Berufskraftfahrer CE (m/w/d) 2400€ netto & 400€ Spesen gesucht!,Berufskraftfahrer/in,Gebr. Gumz Blumenimport & Großh.OHG,True,KEINE_ANGABEN,,,,10553,Berlin,Beusselstr.,2026-06-11,2026-09-01,7,False
10001-1003251371-S,Fahrdienst für Senioren (m/w/d),Fahrer/in - Personenbeförderung,Maria Ximena Lopez Henao - Job Zentrum,True,KEINE_ANGABEN,,,,10437,Berlin,Eberswalder Str.,2026-06-18,2026-06-18,3,True
12016-10004806241-S,"Personenfahrer - Seniorenbegleitung - 18,23 € (m/w/d)",Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10963,Berlin,,2026-07-07,2026-07-11,3,False
12016-10004859140-S,"Busfahrer - Reisefahrten- 24,46 € Std. (m/w/d)",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,24.46,,,12047,Berlin,,2026-07-14,2026-07-18,2,False
10000-1205028607-S,Kraftfahrer im Bergungs- und Abschleppdienst (m/w/d) beim Autodienst Hoppegarten,Berufskraftfahrer/in,Autodienst Hoppegarten GmbH,True,KEINE_ANGABEN,,,,15366,Hoppegarten (Mark),Neuer Hönower Weg,2026-01-07,2026-07-06,15,False
12016-10004816062-S,Abschleppdienst - Automobiltranport - C / CE (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12043,Berlin,,2026-07-08,2026-07-10,4,False
10001-1002214699-S,Wir suchen Berufskraftfahrer/in  für Containerdienst in Berlin und Brandenburg,Berufskraftfahrer/in,Container Habicht GmbH,True,STUNDENLOHN,,18.5,20.5,15345,Altlandsberg,Königsweg,2025-11-27,2026-07-09,19,True
12016-10004816333-S,"P - Scheinfahrer - Shuttle-Service - 16,81 € (m/w/d)",Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.5,,,12049,Berlin,,2026-07-08,2026-07-12,4,False
10000-1205199140-S,Kraftfahrer (m/w/d) mit Führerschein Klasse C/C1 für feste Touren in Berlin,Berufskraftfahrer/in,Billhardt Transport und Logistik GmbH,True,KEINE_ANGABEN,,,,14089,Berlin,An der Bastion,2026-01-21,2026-08-01,21,True
10001-1003144671-S,Berufskraftfahrer/in (Auslieferungsfahrer Sattelzug) im Nahverkehr gesucht Berlin und Umland (m/w/d),Berufskraftfahrer/in,LTS Logistik GmbH,True,JAHRESGEHALT,,32000.0,36000.0,12529,Schönefeld bei Berlin,,2026-05-29,2026-07-21,15,
19192-260408-60214144-S,Servicetechniker (m/w/d) für Industrietore - Berlin Reinickendorf / Pankow - 30 Tage Urlaub,Berufskraftfahrer/in,EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG,True,JAHRESGEHALT,,40000.0,45000.0,13439,Berlin,Fliederstraße 14,2026-07-21,2026-07-21,9,False
10001-1000738213-S,HFBB - Kraftfahrer (m/w/d) für die Auslieferung von Holzfenstern und -türen gesucht!,Berufskraftfahrer/in,HFBB Holzfensterbau Bernau GmbH,True,KEINE_ANGABEN,,,,16321,Bernau bei Berlin,Krokusstr.,2025-10-24,2026-07-22,20,
12016-10004783781-S,Kurierdienstfahrer gesucht! m/w/d - Sofortiger Einstieg,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,21.72,,,10245,Berlin,,2026-07-03,2026-07-03,3,False
10001-1003381611-S,Warehouse Worker (Truck Driver) / Lagerarbeiter*In (LKW Fahrer*In),Fachkraft - Lagerlogistik,Botschaft der USA,True,JAHRESGEHALT,44994.0,,,10117,Berlin,Pariser Platz,2026-07-14,2026-07-22,3,
10001-1003029917-S,MINIJOB    - Aushilfsfahrer für geringfügige Beschäftigung,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),Riedel Sportstätten und Landschaftsbau GmbH,False,KEINE_ANGABEN,,,,,Berlin,,2026-05-06,2026-05-06,3,
10000-1205433403-S,Kraftfahrer im Nah- und Fernverkehr (m/w/d) gesucht - VZ/TZ oder Minijob,Berufskraftfahrer/in,HiCU GmbH,True,KEINE_ANGABEN,,,,16321,Bernau bei Berlin,Schönfelder Weg,2026-02-09,2026-07-02,22,True
10000-1206941460-S,"Kraftfahrer für LKW bis max. 7,49 t für Containerdienst gesucht",Berufskraftfahrer/in,HUGO Containerservice GmbH,True,KEINE_ANGABEN,,,,14167,Berlin,Lichterfelder Weg,2026-06-24,2026-08-01,14,
10000-1205258034-S,Kraftfahrer/in mit FS B oder C1-CE (Container und Sattelfahrzeug) gesucht!,Berufskraftfahrer/in,BRAL Reststoff-Bearbeitungs GmbH,True,KEINE_ANGABEN,,,,13053,Berlin,Marzahner Str.,2026-01-27,2026-07-15,8,True
10001-1002247234-S,"Kraftfahrer/-in, LKW-Fahrer/-in (m/w/d) für Transporte in Berlin u. Umgebung gesucht!",Berufskraftfahrer/in,ST GrünBau GmbH,True,KEINE_ANGABEN,,,,16356,,,2025-12-03,2026-06-16,22,
12016-10004905519-S,"Auslieferungsfahrer m/w/d mit Stundenlohn von 23,57 Euro",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,23.57,,,10587,Berlin,,2026-07-20,2026-07-23,7,False
12016-10004784037-S,"Elektrogeräte - Lieferfahrten - 17,21 Euro die Stunde m/w/d",Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,17.21,,,12043,Berlin,,2026-07-03,2026-07-07,4,False
18368-202617908943-S,Truck Drivers (m/f/d) Wanted – Already in the EU? Start your career in Germany,Berufskraftfahrer/in,hello jobs GmbH,True,KEINE_ANGABEN,,,,,Berlin,,2026-06-15,2026-06-15,3,False
18368-202617906351-S,Căutăm șoferi de camion (m/f/d) – Ești deja în UE? Începe-ți cariera în Germania!,Berufskraftfahrer/in,hello jobs GmbH,True,KEINE_ANGABEN,,,,,Berlin,,2026-06-15,2026-06-15,3,False
18368-202617908947-S,Motoristas de caminhão (m/f/d) procurados – Já está na UE? Comece a sua carreira na Alemanha,Berufskraftfahrer/in,hello jobs GmbH,True,KEINE_ANGABEN,,,,,Berlin,,2026-06-15,2026-06-15,3,False
10001-1003410233-S,LKW Fahrer/in (m/w/d),Berufskraftfahrer/in,Maria Ximena Lopez Henao - Job Zentrum,True,KEINE_ANGABEN,,,,10437,Berlin,Eberswalder Str.,2026-07-20,2026-07-20,3,
12016-10004893543-S,Fahrzeugüberführer (m/w/d) für KFZ - Werkstätten,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,12.5,,,10781,Berlin,,2026-07-17,2026-07-21,5,False
12016-10004858858-S,"Fahrzeug-Überführer 13,90 €/h (m/w/d) - Fernverkehr",Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12045,Berlin,,2026-07-14,2026-07-15,3,False
12016-10004893614-S,"Busfahrer/in - Schulbusverkehr - 23,58 € /Stunde",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,23.58,,,10587,Berlin,,2026-07-17,2026-07-19,7,False
12016-10004848485-S,Busfahrer - Ausflugsverkehr - Ostdeutschland (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10407,Berlin,,2026-07-13,2026-07-13,3,False
12016-10004923649-S,Busfahrer - Schuttleservice - Schönefeld (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.0,,,10587,Berlin,,2026-07-22,2026-07-25,7,False
12016-10004923640-S,"Busfahrer/in - Fernlinienverkehr 2895,83€ Brutto+ *",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,JAHRESGEHALT,2895.83,,,10587,Berlin,,2026-07-22,2026-07-22,7,False
10001-1003265305-S,Fahrdienstmitarbeiter/in (m/w/d),Fahrer/in - Personenbeförderung,Maria Ximena Lopez Henao - Job Zentrum,True,KEINE_ANGABEN,,,,10437,Berlin,Eberswalder Str.,2026-06-22,2026-06-22,3,
12016-10004841427-S,Busfahrer - unbefristete Festanstellung (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10245,Berlin,,2026-07-12,2026-07-12,3,False
12016-10004375332-S,"Überfahrten - Autoersatzteile - 14,10 - C1 / C1E m/w/d",Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10243,Berlin,,2026-04-27,2026-04-29,1,False
10001-1003244242-S,"Helfer Winterdienst m/w/d, Minijob/TZ, Berlin",Helfer/in - Reinigung,RPG Gebäudeverwaltung GmbH,False,STUNDENLOHN,,15.0,16.0,,Berlin,,2026-06-17,2026-06-18,3,True
18554-000a6100409001-S,Starte durch Kraftfahrer CE (m/w/d) an unserem Standort Schönefeld,Berufskraftfahrer/in,LOCA Logistik GmbH,True,KEINE_ANGABEN,,,,12529,Schönefeld bei Berlin,Thomas-Dachser-Allee 2,2025-10-02,2026-07-13,15,True
10001-1001517672-S,"Kraftfahrer/in für Lkw bis 7,49 t Führerschein C1 (m/w/d)",Berufskraftfahrer/in,Erich Nitsche Möbeltransport-S pedition-Lagerung Inhaber Sascha Nitsche e.K.,True,KEINE_ANGABEN,,,,14974,Ludwigsfelde,Am Birkengrund,2025-06-19,2026-06-25,24,
12016-10004893591-S,Mietwagenservice sucht Dienstwagenfahrer (m/w/d),Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-18,7,False
10001-1003047300-S,"Wir suchen Schlosser / Kraftfahrer 7,5t m/w/d",Metallbauer/in - Konstruktionstechnik,Simon GmbH  Bau-& Industrieservice,True,STUNDENLOHN,,17.0,19.0,12681,Berlin,Bitterfelder Str.,2026-05-08,2026-08-03,9,True
12016-10004848474-S,P - Scheinfahrer (m/w/d) - Shuttle - Service,Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,13347,Berlin,,2026-07-13,2026-07-16,6,False
12032-R62ECG2B1-S,"Umzüge bewegen, Karriere starten – Komm ins Fahrerteam! (m/w/d)",Berufskraftfahrer/in,DIEPA GmbH Filiale Berlin Südost,True,KEINE_ANGABEN,,,,13088,Berlin,,2026-07-15,2026-07-15,6,False
12016-10004883455-S,"Busfahrer - Ausflugsbranche - 27,51 Euro (m/w/d)",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10587,Berlin,,2026-07-16,2026-07-18,7,False
12016-10004824965-S,Ausflugsverkehr - Führerscheinklasse D / DE (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10247,Berlin,,2026-07-09,2026-07-10,3,False
10000-1203212531-S,Azubi Fachkraft für Lagerlog. - Weiterbildung EU-Kraftfahrer,Fachkraft - Lagerlogistik,Dachdecker-Einkauf Ost eG,True,KEINE_ANGABEN,,,,12683,Berlin,Lötschbergstr.,2025-07-23,2026-08-01,8,
12016-10004816082-S,Botenfahrer/in m/w/d - Lenkräder - ab sofort (Kfz-Teile),Botenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10439,Berlin,,2026-07-08,2026-07-12,5,False
12016-10004913528-S,Busfahrer mit geregelten Arbeitszeiten m/w/d Schuttleservice,Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-21,2026-07-25,7,False
10001-1003194733-S,Berufskraftfahrer/in oder LKW-Fahrer/in mit Herz für modernen GaLaBau-Betrieb gesucht (m/w/d),Berufskraftfahrer/in,Patrick Reichelt Garten- und Landschaftsbau,True,KEINE_ANGABEN,,,,14167,Berlin,Am Stichkanal,2026-06-09,2026-07-21,14,
12016-10004757101-S,Gütertransport- Gerüstbau (m/w/d) mit Schichten,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10179,Berlin,,2026-06-30,2026-07-03,1,False
12016-10004757068-S,Konditorei - Berlin-Friedenau - Getränketransport (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10179,Berlin,,2026-06-30,2026-07-04,1,False
12016-10004773825-S,Haushaltsgeräte - mit Erfahrung (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10967,Berlin,,2026-07-02,2026-07-03,2,False
10000-1205380045-S,LKW-Fahrer/in (m/w/d) FS C/CE,Berufskraftfahrer/in,Gernot Brandenburg Fuhrbetrieb,True,STUNDENLOHN,,18.0,20.0,,Berlin,,2026-02-04,2026-07-22,3,True
12016-10004859133-S,Busfahrer/in m/w/d - Ausflugsverkehr - unbefristet,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,12.82,,,10587,Berlin,,2026-07-14,2026-07-17,7,False
12016-10004893552-S,Lieferservice - Französische Spezialitäten (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-19,7,False
10001-1002886910-S,Berufskraftfahrer/in (m/w/d) in Vollzeit gesucht Führerschein Kasse B,Berufskraftfahrer/in,Burnout GmbH - Henningsdorf,True,KEINE_ANGABEN,,,,16761,Hennigsdorf,Veltener Str.,2026-04-08,2026-06-29,21,True
12016-10004848493-S,Shuttle- Service - mit Prämien - Busfahrer (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10409,Berlin,,2026-07-13,2026-07-17,4,False
10000-1205786962-S,Gewerbliche Mitarbeitende (m/w/d),Bestattungsgehilfe/-gehilfin,Hahn Bestattungen GmbH & Co.KG,True,STUNDENLOHN,16.5,,,12107,Berlin,Reißeckstr.,2026-03-10,2026-07-08,8,False
10000-1206941521-S,"Berufskraftfahrer/innen für LKW ab 7,5 t für Containerstellungen gesucht",Kraftfahrzeugführer/in - Ver- und Entsorgung,HUGO Containerservice GmbH,True,KEINE_ANGABEN,,,,14167,Berlin,Lichterfelder Weg,2026-06-24,2026-08-01,14,
12016-10004738860-S,Post- und Dokumentenfahrer gesucht! Berlin (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12059,Berlin,,2026-06-26,2026-06-30,4,False
19192-260408-94929225-S,Servicetechniker (m/w/d) für Industrietore - Berlin Spandau - 30 Tage Urlaub,Berufskraftfahrer/in,EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG,True,JAHRESGEHALT,,40000.0,45000.0,13597,Berlin,Fliederstraße 14,2026-07-21,2026-07-21,14,False
12016-10004883212-S,Elektroartikel - Lieferunternehmen - mit Firmenwagen (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10967,Berlin,,2026-07-16,2026-07-20,2,False
12016-10004905610-S,Busfahrer für den Öffentlichenverkehr m/w/d,Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-20,2026-07-20,7,False
12016-10004905590-S,"Dienstwagenfahrer - Transportfahrer - 13,90 € Std. (m/w/d)",Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-20,2026-07-24,7,False
12016-10004871646-S,Busfahrer/in m/w/d - Berlin - Neukölln,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,12.82,,,10587,Berlin,,2026-07-15,2026-07-17,7,False
12016-10004825332-S,"Busfahrer (m/w/d) - Öffentlicher Personennahverkehr - 20,44 €/h *",Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,20.44,,,12043,Berlin,,2026-07-09,2026-07-11,4,False
12016-10004913548-S,Auslieferungsfahrer /in für Kabelrollen im BERLINER RAUM!,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10439,Berlin,,2026-07-21,2026-07-21,5,False
12016-10004893545-S,Haushaltsgeräte - FS B - Vollzeit (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10119,Berlin,,2026-07-17,2026-07-20,3,False
12016-10004883453-S,Mietauto / Taxifirma - Dienstwagenfahrer (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12057,Berlin,,2026-07-16,2026-07-19,5,False
12016-10004871401-S,"Auslieferungsfahrer (m/w/d) 24,56 Euro Stunde - Vollzeit",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,12.5,,,10587,Berlin,,2026-07-15,2026-07-19,7,False
10000-1206649292-S,Kraftfahrer/in (m/w/d) I unbefristet I im Raum Berlin gesucht,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),Thater Umzüge Inh. Andreas Mathing e.K.,True,JAHRESGEHALT,39072.0,,,12557,Berlin,Grünauer Str.,2026-05-28,2026-07-16,13,True
12016-10004901566-S,Fahrzeugüberführung - bekanntes Unternehmen - berlin (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-19,2026-07-23,7,False
12016-10004883184-S,Krankenhauslogisitk - unbefristet m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10245,Berlin,,2026-07-16,2026-07-18,3,False
10001-1001193167-S,LKW-Fahrer für Logistikkette im Nahverkehr (m/w/d) 15827 Blankenfelde - 14167 Berlin - 14513 Teltow,Kraftfahrzeugführer/in - Ver- und Entsorgung,Patrick Reichelt Garten- und Landschaftsbau,True,KEINE_ANGABEN,,,,14167,Berlin,Am Stichkanal,2025-02-27,2026-07-21,14,
10001-1001193162-S,LKW-Fahrer für Logistikkette im Nahverkehr (m/w/d) 15827 Blankenfelde - 14167 Berlin - 14513 Teltow,Kraftfahrzeugführer/in - Ver- und Entsorgung,Patrick Reichelt Garten- und Landschaftsbau,True,KEINE_ANGABEN,,,,14167,Berlin,Am Stichkanal,2025-02-27,2026-07-21,14,
10000-1204985168-S,Berufskraftfahrer (m/w/d) Kl. CE+C für Entsorgungsfachbetrieb mit modernem Fuhrpark gesucht!,Berufskraftfahrer/in,Bartscherer & Co. Recycling GmbH,True,KEINE_ANGABEN,,,,13407,Berlin,Montanstr.,2026-01-02,2026-06-10,9,True
12016-10004773888-S,"Postfahrer - Dokumente - 28,09 Euro (m/w/d)",Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,28.09,,,12057,Berlin,,2026-07-02,2026-07-04,5,False
10001-1002918113-S,Taxifahrer (m/w/d) – Berlin | Vollzeit / Teilzeit,Taxifahrer/in,BFM BetterFleet Mobility GmbH,True,STUNDENLOHN,13.9,,,10317,Berlin,Hauptstraße,2026-04-14,2026-07-16,5,
12016-10004899537-S,Kurierdienst (m/w/d) Keine Schichten / Nur an Wochentagen,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10553,Berlin,,2026-07-18,2026-07-20,7,False
12016-10004816293-S,Dienstwagenfahrer - Krankentransport - Vollzeit m/w/d,Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-08,2026-07-09,7,False
12016-10004765977-S,Auslieferungsfahrer Botenfahrer für Post/Dokumente m/w/d,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10178,Berlin,,2026-07-01,2026-07-04,2,False
10001-1003249463-S,Auslieferungsfahrer  (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),FrischeParadies GmbH & Co. KG,True,KEINE_ANGABEN,,,,10249,Berlin,Hermann-Blankenstein-Straße,2026-06-18,2026-07-07,3,True
12016-10004834318-S,Postüberbringer / Zusteller - Arztpraxen (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,18.97,,,10587,Berlin,,2026-07-10,2026-07-12,7,False
10000-1205032837-S,"Kraftfahrer (m/w/d) zum Bergen, Abschleppen und Transportfahrten im Ford Autohaus Müller",Berufskraftfahrer/in,Autohaus Müller GmbH & Co. KG,True,KEINE_ANGABEN,,,,15537,Erkner,Am Wasserwerk,2026-01-07,2026-06-29,25,False
10001-1002689258-S,Kraftfahrer/-in (m/w/d) Güterkraftverkehr bei Nickel & Goeldner Spedition GmbH ab Berlin/ Nahverkehr,Berufskraftfahrer/in,Nickel & Goeldner Spedition GmbH,True,KEINE_ANGABEN,,,,13127,Berlin,Arkenberger Damm,2026-03-02,2026-07-13,14,
14840-0060866867-S,Ausbildung Berufskraftfahrer (m/w/d) zum 01.08.2026,Elektroniker/in - Betriebstechnik,Alsco Berufskleidungs-Service GmbH,True,KEINE_ANGABEN,,,,14974,Ludwigsfelde,Seestraße 15,2025-11-17,2026-07-20,24,False
10001-1002576402-S,Kraftfahrer/-in (m/w/d) Güterkraftverkehr bei Nickel & Goeldner Spedition GmbH ab Großbeeren,Berufskraftfahrer/in,Nickel & Goeldner Spedition GmbH,True,JAHRESGEHALT,,30000.0,40000.0,14979,Großbeeren,Märkische Allee,2026-02-10,2026-06-16,20,
19192-260526-59211947-S,Servicetechniker (m/w/d) für Industrietore - Berlin Hennigsdorf / Mühlenbecker Land - 30 Tage Urlaub,Berufskraftfahrer/in,EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG,True,JAHRESGEHALT,,40000.0,45000.0,16761,Hennigsdorf,Fliederstraße 14,2026-07-21,2026-07-21,20,False
12016-10004859083-S,Dienstwagenfahrer - Behindertenschule m/w/d,Dienstwagenfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10823,Berlin,,2026-07-14,2026-07-16,6,False
12016-10004871660-S,Schuttlefahrer - Flughafen BER (m/w/d),Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.0,,,10555,Berlin,,2026-07-15,2026-07-17,6,False
12032-R62ECG261-S,"Umzüge bewegen, Karriere starten – Komm ins Fahrerteam! (m/w/d)",Berufskraftfahrer/in,DIEPA GmbH Filiale Berlin Südost,True,KEINE_ANGABEN,,,,13088,Berlin,,2026-06-27,2026-06-27,6,False
12016-10004893617-S,Busfahrer (m/w/d) - Reiseverkehr - Deutschland *,Busfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-21,7,False
